Contractor Name,Phone,Domain,ICP Fit Score,ICP Tier,Resimercial Score,O&M Score,Multi-OEM Score,MEP+R Score,OEM Count,OEM Sources,oem_count_verified,is_multi_oem,LicenseNo,BusinessName,MailingAddress,City_license,County,ZIPCode,BusinessPhone,Classifications(s),PrimaryStatus,ExpirationDate,phone_normalized
SKELLY ELECTRIC INC.,(760) 480-4400,skellyelectric.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,328332.0,SKELLY ELECTRIC INC,440 NORTH HALE AVE,ESCONDIDO,San Diego,92029,(760) 480 4400,C10,CLEAR,11/30/2026,7604804400
SUN RAY ELECTRIC,(760) 737-7650,sunraygenerators.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,619556.0,SUN RAY ELECTRIC INC,390 STATE PLACE,ESCONDIDO,San Diego,92029,(760) 737 7650,C10,CLEAR,05/31/2027,7607377650
ECLECTIC ELECTRIC,(310) 560-2937,socalelectrichub.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,987835.0,ECLECTIC ELECTRIC,934 PARK DRIVE,ESCONDIDO,San Diego,92029,(310) 560 2937,C10,CLEAR,10/31/2027,3105602937
"PLUMB365, INC.",(760) 999-9990,plumb365inc.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,1055296.0,PLUMB365 CONSTRUCTION,1445 DESCANSO AVE,SAN MARCOS,San Diego,92069,(760) 999 9990,B| C36,CLEAR,06/30/2027,7609999990
MODERNIZE POWER,(916) 293-5900,modernizepower.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,1007601.0,MODERNIZE CONSTRUCTION INC,9477 GREENBACK LANE #112,FOLSOM,Sacramento,95630,(916) 293 5900,B| C10| C46,CLEAR,09/30/2027,9162935900
PERFORMANCE HEATING & A/C,(916) 933-2683,performanceheatingandairconditioning.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,734980.0,PERFORMANCE HEATING & AIR CONDITIONING,3000 CRYSTAL SUMMIT RD,POLLOCK PINES,El Dorado,95726,(916) 933 2683,C10| C20,CLEAR,05/31/2027,9169332683
MODERN EDISON INC,(586) 850-2533,modernedisonelectric.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,1014512.0,MODERN EDISON ELECTRIC,916 E ST,SACRAMENTO,Sacramento,95814,(586) 850 2533,C10,CLEAR,02/28/2026,5868502533
"MAGIC SUN ELECTRIC, INC.",(916) 794-0448,magicsunelectric.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,950165.0,MAGIC SUN ELECTRIC INC,P O BOX 795,LOOMIS,Placer,95650,(916) 794 0448,B| C10,CLEAR,03/31/2026,9167940448
CONSTANT POWER CORPORATION,(714) 746-1131,constantpowercorporation.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,1009605.0,CONSTANT POWER CORPORATION,133 EAST DE LA GUERRA STE 390,SANTA BARBARA,Santa Barbara,93101,(714) 746 1131,C10,CLEAR,12/31/2025,7147461131
"VICK HOUSTON'S CONSTRUCTION, INC",(949) 610-7707,vickhouston.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,911289.0,VICK HOUSTON'S CONSTRUCTION,PO BOX 800,NEWPORT BEACH,Orange,92661,(949) 610 7707,B| C10,CLEAR,04/30/2026,9496107707
PELICAN COAST ELECTRIC,(949) 706-4957,pelicancoastelectric.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,1133193.0,PELICAN COAST ELECTRIC,9226 LOCOST AVE,FONTANA,San Bernardino,92335,(949) 706 4957,C10,CLEAR,02/28/2027,9497064957
LAGUNA ELECTRIC INC,(949) 350-4607,lagunaelectricinc.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,1012135.0,LAGUNA ELECTRIC INC,352 3RD STREET SUITE 307,LAGUNA BEACH,Orange,92651,(949) 350 4607,C10,CLEAR,03/31/2026,9493504607
ACE ELECTRIC,(951) 279-2812,aceelectricusa.com,5,BRONZE,0,0,25,0,1,Generac,1,NO,566063.0,ACE ELECTRIC,P O BOX 78928,CORONA,Riverside,92877,(951) 279 2812,C10,CLEAR,04/30/2027,9512792812
"GILL'S ELECTRIC CO, INC",(510) 451-2929,,5,BRONZE,0,0,25,0,1,Generac,1,NO,195222.0,GILL'S ELECTRIC,909 7TH STREET,OAKLAND,Alameda,94607,(510) 451 2929,C10,CLEAR,06/30/2026,5104512929
MOFFITT ELECTRIC,(510) 708-9703,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1116355.0,MOFFITT ELECTRIC,2483 AMERICAN AVE,HAYWARD,Alameda,94545,(510) 708 9703,C10,CLEAR,02/28/2026,5107089703
4 E TELLEZ ELECTRIC INC,(510) 375-7526,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1042547.0,4 E TELLEZ ELECTRIC INC,923 SHERIDAN ST,VALLEJO,Solano,94590,(510) 375 7526,C10,CLEAR,08/31/2026,5103757526
ALWAYS CURRENT ELECTRIC,(831) 234-8553,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1024590.0,ALWAYS CURRENT ELECTRIC,14765 WEST PARK AVE,BOULDER CREEK,Santa Cruz,95006,(831) 234 8553,C10,CLEAR,03/31/2027,8312348553
"ANYS, INC",(408) 446-4141,,5,BRONZE,0,0,25,0,1,Generac,1,NO,837437.0,NEKO ELECTRIC,400 REED ST #5,SANTA CLARA,Santa Clara,95050,(408) 446 4141,C10,CLEAR,06/30/2026,4084464141
UNIQUE POWER ELECTRIC,(408) 796-2537,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1072869.0,UNIQUE POWER ELECTRIC,848 POLLARD RD,LOS GATOS,Santa Clara,95032,(408) 796 2537,C10,CLEAR,01/31/2027,4087962537
AVANT ELECTRIC INC,(408) 688-1546,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1045987.0,AVANT ELECTRIC INC,3141 STEVENS CREEK BLVD #121,SAN JOSE,Santa Clara,95117,(408) 688 1546,C10,CLEAR,04/30/2027,4086881546
WOLFE ELECTRIC CO.,(408) 614-4375,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1030720.0,WOLFE ELECTRIC CO,1626 WALTERS AVE,CAMPBELL,Santa Clara,95008,(408) 614 4375,C10,CLEAR,02/28/2026,4086144375
FLAUTT ELECTRIC INC,(831) 212-1603,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1097060.0,FLAUTT ELECTRIC INC,P.O. BOX 341,CAPITOLA,Santa Cruz,95010,(831) 212 1603,C10,CLEAR,09/30/2026,8312121603
ALTERNATIVE POWER AND ELECTRIC,(408) 605-3084,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1086918.0,ALTERNATIVE POWER AND ELECTRIC,PO BOX 41,SARATOGA,Santa Clara,95071,(408) 605 3084,C10,CLEAR,02/28/2026,4086053084
KOJAK INC,(831) 335-9193,,5,BRONZE,0,0,25,0,1,Generac,1,NO,449012.0,MOUNTAIN MECHANICAL SERVICE COMPANY,6576 HIGHWAY 9,FELTON,Santa Cruz,95018,(831) 335 9193,B| C10| C20,CLEAR,10/31/2026,8313359193
DAVENPORT ELECTRIC,(310) 486-3042,,5,BRONZE,0,0,25,0,1,Generac,1,NO,946743.0,DAVENPORT ELECTRIC,2270 SEPULVEDA BLVD 46,TORRANCE,Los Angeles,90501,(310) 486 3042,C10,CLEAR,06/30/2027,3104863042
POWER NET ELECTRIC INC.,(818) 588-1787,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1037507.0,SKY POWER CO,4949 TYRONE AVE UNIT 8C,SHERMAN OAKS,Los Angeles,91423,(818) 588 1787,C10,CLEAR,03/31/2026,8185881787
"DELTA QUALITY ELECTRIC, INC.",(818) 433-9709,,5,BRONZE,0,0,25,0,1,Generac,1,NO,963944.0,DELTA QUALITY ELECTRIC INC,19 RED BUD TRL,ROUND ROCK,,78665,(818) 433 9709,C10,CLEAR,08/31/2027,8184339709
SOTRES ELECTRIC LLC,(310) 259-8087,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1070186.0,SOTRES ELECTRIC,7740 BAIRNSDALE STREET,DOWNEY,Los Angeles,90240,(310) 259 8087,C10,CLEAR,10/31/2026,3102598087
"MAGNETTA ELECTRIC, INC",(310) 867-0132,,5,BRONZE,0,0,25,0,1,Generac,1,NO,940346.0,MAGNETTA ELECTRIC INC,3020 SHASTA CIR S,LOS ANGELES,Los Angeles,90065,(310) 867 0132,C10,CLEAR,10/31/2027,3108670132
277 ELECTRIC,(310) 864-9728,,5,BRONZE,0,0,25,0,1,Generac,1,NO,888225.0,277 ELECTRIC,3201 EAST 61ST STREET,LONG BEACH,Los Angeles,90805,(310) 864 9728,C10,CLEAR,12/31/2026,3108649728
BY THE BOOK ELECTRIC INC.,(310) 321-2698,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1073667.0,BY THE BOOK ELECTRIC INC,15143 GERKIN AVE,LAWNDALE,Los Angeles,90260,(310) 321 2698,C10,CLEAR,03/31/2027,3103212698
"EG & DA CONSTRUCTION CO., INC.",(818) 749-2217,,5,BRONZE,0,0,25,0,1,Generac,1,NO,903307.0,E G & D A CONSTRUCTION CO INC,1333 N LAMER ST,BURBANK,Los Angeles,91506,(818) 749 2217,B| C10| C33,CLEAR,09/30/2027,8187492217
"ELECTRICITY, INC.",(747) 800-1133,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1064018.0,ELECTRICITY INC,POBOX 731,SUN VALLEY,Los Angeles,91353,(747) 800 1133,C10,CLEAR,03/31/2026,7478001133
PROPERTY POWER BACKUP,(310) 926-1742,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1102448.0,PULEV ARTYOM,6842 RANCHITO AVENUE,VAN NUYS,Los Angeles,91405,(310) 926 1742,B| C10,CLEAR,03/31/2027,3109261742
"EXPERT ELECTRIC GROUP, INC",(747) 999-6090,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1059106.0,EXPERT ELECTRIC GROUP INC,22704 VENTURA BLVD #475,WOODLAND HILLS,Los Angeles,91364,(747) 999 6090,C10,CLEAR,10/31/2027,7479996090
VOLTAIC ELECTRIC INC,(818) 625-6267,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1075372.0,VOLTAIC ELECTRIC INC,7112 INDEPENDENCE AVE,CANOGA PARK,Los Angeles,91303,(818) 625 6267,C10,CLEAR,04/30/2027,8186256267
BC ELECTRIC,(747) 900-3573,,5,BRONZE,0,0,25,0,1,Generac,1,NO,986282.0,BC ELECTRIC,2940 DEACON ST 32,SIMI VALLEY,Ventura,93065,(747) 900 3573,C10,CLEAR,08/31/2027,7479003573
MCS ELECTRIC INC.,(818) 370-1456,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1008888.0,SANFELIPPO MAXIMILIANO CARLOS ELECTRIC,3990 HEMWAY COURT,SIMI VALLEY,Ventura,93063,(818) 370 1456,C10,CLEAR,11/30/2025,8183701456
JOVIC CONSTRUCTION INC,(760) 641-1624,,5,BRONZE,0,0,25,0,1,Generac,1,NO,874560.0,JOVIC CONSTRUCTION INC,291 E FRANKLIN AVE,POMONA,Los Angeles,91766,(760) 641 1624,B| C46,CLEAR,09/30/2027,7606411624
IMC ELECTRIC CO.,(626) 922-1964,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1093184.0,IMC ELECTRIC CO,439 N PASADENA AVE,GLENDORA,Los Angeles,91741,(626) 922 1964,C10,CLEAR,06/30/2026,6269221964
TRIPLE S ELECTRIC,(619) 448-1488,,5,BRONZE,0,0,25,0,1,Generac,1,NO,789493.0,TRIPLE S ELECTRIC,8851 PROSPECT AVENUE,SANTEE,San Diego,92017,(619) 448 1488,C10,CLEAR,09/30/2027,6194481488
NATIONWIDE ENVIRONMENTAL,(916) 708-7445,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1005757.0,NATIONWIDE SUN,4470 YANKEE HILL RD #200,ROCKLIN,Placer,95677,(916) 708 7445,A| ASB| B| C10| C27| C39| HAZ,CLEAR,07/31/2027,9167087445
NATIONWIDE ENVIRONMENTAL,(916) 708-7445,,5,BRONZE,0,0,25,0,1,Generac,1,NO,998989.0,NATIONWIDE SECURE,4470 YANKEE HILL RD #200,ROCKLIN,Placer,95677,(916) 708 7445,A| ASB| B| C10| C27| C39| HAZ,CLEAR,12/31/2026,9167087445
TYLER PARRISH LLC,(916) 798-9079,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1095926.0,PARRISH TYLER LLC,820 SACRAMENTO AVE APT 123,WEST SACRAMENTO,Yolo,95605,(916) 798 9079,A| C10,CLEAR,08/31/2026,9167989079
COX ELECTRIC,(916) 955-1529,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1038609.0,COX ELECTRIC,9806 MIRA DEL RIO DR,SACRAMENTO,Sacramento,95827,(916) 955 1529,C10,CLEAR,04/30/2026,9169551529
NEW DAY CONSULTING,(949) 236-1557,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1114141.0,NEW DAY HVAC,8250 CALVINE RD C158,SACRAMENTO,Sacramento,95828,(949) 236 1557,C10| C20,CLEAR,06/30/2026,9492361557
ROOSTER ELECTRIC,(916) 273-2300,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1122582.0,ROOSTER ELECTRIC CO,6850 RED MAPLE WAY,CITRUS HEIGHTS,Sacramento,95610,(916) 273 2300,C10,CLEAR,06/30/2026,9162732300
JAM INTERNATIONAL INC.,(949) 338-4558,,5,BRONZE,0,0,25,0,1,Generac,1,NO,798905.0,J A M INTERNATIONAL INC,34145 PACIFIC COAST HWY 225,DANA POINT,Orange,92629,(949) 338 4558,B| C10,CLEAR,08/31/2027,9493384558
"Z ELECTRIC AND LIGHTING, LLC",(949) 287-2740,,5,BRONZE,0,0,25,0,1,Generac,1,NO,1014449.0,Z ELECTRIC AND LIGHTING,10031 CRAILET DR,HUNTINGTON BEACH,Orange,92646,(949) 287 2740,C10,CLEAR,05/31/2026,9492872740
A.E.F. ELECTRIC INC.,(951) 808-5402,,5,BRONZE,0,0,25,0,1,Generac,1,NO,704883.0,A E F ELECTRIC INC,3627 PARK HILL DRIVE,CORONA,Riverside,92881,(951) 808 5402,C10,CLEAR,01/31/2027,9518085402
